Date,Year,Rot,VH,Team,1st,2nd,3rd,Final,Open,Close,Goal_diff_away,Puckline_away,OU_open,Over_open,OU_close,Over_close,VH,Team,1st,2nd,3rd,Final,Open,Close,Goal_diff_home,Puckline_home,OU_open2,Under_open,OU_close2,Under_close
1011,2010,1,V,Pittsburgh,1,1,1,3,125,105,,,,,,,H,NewJersey,0,0,1,1,-145,-125,,,,,,
1011,2010,2,H,NewJersey,0,0,1,1,-145,-125,,,,,,,,,,,,,,,,,,,,
1011,2010,3,V,NYRangers,1,2,1,4,-155,-145,,,,,,,H,NYIslanders,2,1,3,6,135,125,,,,,,
1011,2010,4,H,NYIslanders,2,1,3,6,135,125,,,,,,,,,,,,,,,,,,,,
1011,2010,5,V,Anaheim,0,1,0,1,140,160,,,,,,,H,St.Louis,2,2,1,5,-160,-190,,,,,,
1011,2010,6,H,St.Louis,2,2,1,5,-160,-190,,,,,,,,,,,,,,,,,,,,
1011,2010,7,V,Chicago,1,2,1,4,105,105,,,,,,,H,Buffalo,2,0,1,3,-125,-125,,,,,,
1011,2010,8,H,Buffalo,2,0,1,3,-125,-125,,,,,,,,,,,,,,,,,,,,
1011,2010,9,V,Colorado,0,1,1,2,135,145,,,,,,,H,Philadelphia,2,0,2,4,-155,-165,,,,,,
1011,2010,10,H,Philadelphia,2,0,2,4,-155,-165,,,,,,,,,,,,,,,,,,,,
1011,2010,11,V,Ottawa,0,1,1,2,180,200,,,,,,,H,Washington,1,1,0,3,-210,-240,,,,,,
1011,2010,12,H,Washington,1,1,0,3,-210,-240,,,,,,,,,,,,,,,,,,,,
1011,2010,13,V,Florida,0,1,0,1,200,210,,,,,,,H,Vancouver,1,0,1,2,-240,-260,,,,,,
1011,2010,14,H,Vancouver,1,0,1,2,-240,-260,,,,,,,,,,,,,,,,,,,,
1012,2010,51,V,Colorado,1,1,2,5,179,200,,,,,,,H,Detroit,1,2,1,4,-209,-240,,,,,,
1012,2010,52,H,Detroit,1,2,1,4,-209,-240,,,,,,,,,,,,,,,,,,,,
1012,2010,53,V,Atlanta,0,1,0,1,163,160,,,,,,,H,LosAngeles,0,0,3,3,-193,-180,,,,,,
1012,2010,54,H,LosAngeles,0,0,3,3,-193,-180,,,,,,,,,,,,,,,,,,,,
1013,2010,1,V,NYIslanders,1,0,0,1,222,255,,,,,,,H,Washington,0,1,1,2,-272,-325,,,,,,
1013,2010,2,H,Washington,0,1,1,2,-272,-325,,,,,,,,,,,,,,,,,,,,
1013,2010,3,V,NewJersey,0,0,0,1,120,120,,,,,,,H,Buffalo,0,0,0,0,-140,-140,,,,,,
1013,2010,4,H,Buffalo,0,0,0,0,-140,-140,,,,,,,,,,,,,,,,,,,,
1013,2010,5,V,Toronto,1,3,0,4,155,145,,,,,,,H,Pittsburgh,2,1,0,3,-175,-165,,,,,,
1013,2010,6,H,Pittsburgh,2,1,0,3,-175,-165,,,,,,,,,,,,,,,,,,,,
1013,2010,7,V,TampaBay,0,1,2,4,105,100,,,,,,,H,Montreal,2,0,1,3,-125,-120,,,,,,
1013,2010,8,H,Montreal,2,0,1,3,-125,-120,,,,,,,,,,,,,,,,,,,,
1013,2010,9,V,Nashville,1,0,2,3,163,155,,,,,,,H,Chicago,2,0,0,2,-193,-175,,,,,,
1013,2010,10,H,Chicago,2,0,0,2,-193,-175,,,,,,,,,,,,,,,,,,,,
1013,2010,11,V,Vancouver,2,0,1,3,-125,-160,,,,,,,H,Anaheim,1,1,2,4,105,140,,,,,,
1013,2010,12,H,Anaheim,1,1,2,4,105,140,,,,,,,,,,,,,,,,,,,,
1014,2010,51,V,TampaBay,1,1,1,3,146,170,,,,,,,H,Philadelphia,1,0,1,2,-166,-200,,,,,,
1014,2010,52,H,Philadelphia,1,0,1,2,-166,-200,,,,,,,,,,,,,,,,,,,,
1014,2010,53,V,Carolina,0,0,2,2,125,115,,,,,,,H,Ottawa,1,1,1,3,-145,-135,,,,,,
1014,2010,54,H,Ottawa,1,1,1,3,-145,-135,,,,,,,,,,,,,,,,,,,,
1014,2010,55,V,St.Louis,1,1,1,3,-105,-110,,,,,,,H,Nashville,3,1,0,4,-115,-110,,,,,,
1014,2010,56,H,Nashville,3,1,0,4,-115,-110,,,,,,,,,,,,,,,,,,,,
1014,2010,57,V,Detroit,0,0,1,1,-130,-120,,,,,,,H,Dallas,1,3,0,4,110,100,,,,,,
1014,2010,58,H,Dallas,1,3,0,4,110,100,,,,,,,,,,,,,,,,,,,,
1014,2010,59,V,Edmonton,0,2,0,2,110,140,,,,,,,H,Minnesota,1,2,1,4,-130,-160,,,,,,
1014,2010,60,H,Minnesota,1,2,1,4,-130,-160,,,,,,,,,,,,,,,,,,,,
1014,2010,61,V,Florida,2,0,1,3,136,125,,,,,,,H,Calgary,0,0,0,0,-156,-145,,,,,,
1014,2010,62,H,Calgary,0,0,0,0,-156,-145,,,,,,,,,,,,,,,,,,,,
1015,2010,1,V,Colorado,1,1,1,3,136,125,,,,,,,H,NewJersey,0,1,1,2,-156,-145,,,,,,
1015,2010,2,H,NewJersey,0,1,1,2,-156,-145,,,,,,,,,,,,,,,,,,,,
1015,2010,3,V,Toronto,0,3,0,4,115,120,,,,,,,H,NYRangers,1,0,2,3,-135,-140,,,,,,
1015,2010,4,H,NYRangers,1,0,2,3,-135,-140,,,,,,,,,,,,,,,,,,,,
1015,2010,5,V,Chicago,2,2,1,5,100,-110,,,,,,,H,Columbus,0,1,1,2,-120,-110,,,,,,
1015,2010,6,H,Columbus,0,1,1,2,-120,-110,,,,,,,,,,,,,,,,,,,,
1015,2010,7,V,NYIslanders,0,2,0,2,190,195,,,,,,,H,Pittsburgh,0,2,0,3,-220,-235,,,,,,
1015,2010,8,H,Pittsburgh,0,2,0,3,-220,-235,,,,,,,,,,,,,,,,,,,,
1015,2010,9,V,Montreal,0,2,0,2,128,130,,,,,,,H,Buffalo,0,0,1,1,-148,-150,,,,,,
1015,2010,10,H,Buffalo,0,0,1,1,-148,-150,,,,,,,,,,,,,,,,,,,,
1015,2010,11,V,Atlanta,1,1,2,5,120,110,,,,,,,H,Anaheim,1,2,1,4,-140,-130,,,,,,
1015,2010,12,H,Anaheim,1,2,1,4,-140,-130,,,,,,,,,,,,,,,,,,,,
1015,2010,13,V,Vancouver,0,0,1,1,-105,-110,,,,,,,H,LosAngeles,1,1,2,4,-115,-110,,,,,,
1015,2010,14,H,LosAngeles,1,1,2,4,-115,-110,,,,,,,,,,,,,,,,,,,,
1016,2010,51,V,Ottawa,1,2,0,3,-104,-110,,,,,,,H,Montreal,1,2,1,4,-116,-110,,,,,,
1016,2010,52,H,Montreal,1,2,1,4,-116,-110,,,,,,,,,,,,,,,,,,,,
1016,2010,53,V,Boston,0,4,0,4,100,105,,,,,,,H,NewJersey,0,1,0,1,-120,-125,,,,,,
1016,2010,54,H,NewJersey,0,1,0,1,-120,-125,,,,,,,,,,,,,,,,,,,,
1016,2010,55,V,Colorado,0,0,2,2,-120,-120,,,,,,,H,NYIslanders,0,3,2,5,100,100,,,,,,
1016,2010,56,H,NYIslanders,0,3,2,5,100,100,,,,,,,,,,,,,,,,,,,,
1016,2010,57,V,Pittsburgh,1,1,3,5,120,140,,,,,,,H,Philadelphia,1,0,0,1,-140,-160,,,,,,
1016,2010,58,H,Philadelphia,1,0,0,1,-140,-160,,,,,,,,,,,,,,,,,,,,
1016,2010,59,V,TampaBay,0,0,0,0,-104,100,,,,,,,H,Florida,4,0,2,6,-116,-120,,,,,,
1016,2010,60,H,Florida,4,0,2,6,-116,-120,,,,,,,,,,,,,,,,,,,,
1016,2010,61,V,Washington,0,0,2,3,-130,-120,,,,,,,H,Nashville,1,1,0,2,110,100,,,,,,
1016,2010,62,H,Nashville,1,1,0,2,110,100,,,,,,,,,,,,,,,,,,,,
1016,2010,63,V,Columbus,1,1,1,3,136,150,,,,,,,H,Minnesota,0,2,0,2,-156,-170,,,,,,
1016,2010,64,H,Minnesota,0,2,0,2,-156,-170,,,,,,,,,,,,,,,,,,,,
1016,2010,65,V,St.Louis,2,0,0,2,105,-105,,,,,,,H,Dallas,1,1,0,3,-125,-115,,,,,,
1016,2010,66,H,Dallas,1,1,0,3,-125,-115,,,,,,,,,,,,,,,,,,,,
1016,2010,67,V,Buffalo,2,1,0,3,134,160,,,,,,,H,Chicago,1,1,2,4,-154,-180,,,,,,
1016,2010,68,H,Chicago,1,1,2,4,-154,-180,,,,,,,,,,,,,,,,,,,,
1016,2010,69,V,Detroit,0,1,0,2,-109,-115,,,,,,,H,Phoenix,1,0,0,1,-111,-105,,,,,,
1016,2010,70,H,Phoenix,1,0,0,1,-111,-105,,,,,,,,,,,,,,,,,,,,
1016,2010,71,V,Edmonton,1,2,0,3,115,120,,,,,,,H,Calgary,1,1,3,5,-135,-140,,,,,,
1016,2010,72,H,Calgary,1,1,3,5,-135,-140,,,,,,,,,,,,,,,,,,,,
1016,2010,73,V,Atlanta,0,2,2,4,175,205,,,,,,,H,SanJose,2,0,0,2,-205,-255,,,,,,
1016,2010,74,H,SanJose,2,0,0,2,-205,-255,,,,,,,,,,,,,,,,,,,,
1017,2010,1,V,Phoenix,0,0,2,2,115,120,,,,,,,H,Anaheim,0,2,1,3,-135,-140,,,,,,
1017,2010,2,H,Anaheim,0,2,1,3,-135,-140,,,,,,,,,,,,,,,,,,,,
1017,2010,3,V,Carolina,0,1,0,1,160,145,,,,,,,H,Vancouver,2,1,2,5,-180,-165,,,,,,
1017,2010,4,H,Vancouver,2,1,2,5,-180,-165,,,,,,,,,,,,,,,,,,,,
1018,2010,51,V,NYIslanders,0,1,0,2,162,160,,,,,,,H,Toronto,0,0,1,1,-182,-180,,,,,,
1018,2010,52,H,Toronto,0,0,1,1,-182,-180,,,,,,,,,,,,,,,,,,,,
1018,2010,53,V,Colorado,1,0,2,3,105,100,,,,,,,H,NYRangers,1,0,0,1,-125,-120,,,,,,
1018,2010,54,H,NYRangers,1,0,0,1,-125,-120,,,,,,,,,,,,,,,,,,,,
1018,2010,55,V,Ottawa,0,1,1,2,146,145,,,,,,,H,Pittsburgh,3,2,0,5,-166,-165,,,,,,
1018,2010,56,H,Pittsburgh,3,2,0,5,-166,-165,,,,,,,,,,,,,,,,,,,,
1018,2010,57,V,Dallas,1,1,2,4,105,105,,,,,,,H,TampaBay,2,2,1,5,-125,-125,,,,,,
1018,2010,58,H,TampaBay,2,2,1,5,-125,-125,,,,,,,,,,,,,,,,,,,,
1018,2010,59,V,St.Louis,0,1,1,2,136,120,,,,,,,H,Chicago,0,0,2,3,-156,-140,,,,,,
1018,2010,60,H,Chicago,0,0,2,3,-156,-140,,,,,,,,,,,,,,,,,,,,
1019,2010,1,V,Boston,2,0,1,3,162,145,,,,,,,H,Washington,0,1,0,1,-182,-165,,,,,,
1019,2010,2,H,Washington,0,1,0,1,-182,-165,,,,,,,,,,,,,,,,,,,,
1019,2010,3,V,Calgary,0,0,0,1,136,125,,,,,,,H,Nashville,0,0,0,0,-156,-145,,,,,,
1019,2010,4,H,Nashville,0,0,0,0,-156,-145,,,,,,,,,,,,,,,,,,,,
1019,2010,5,V,Vancouver,1,0,1,2,-125,-135,,,,,,,H,Minnesota,3,3,0,6,105,115,,,,,,
1019,2010,6,H,Minnesota,3,3,0,6,105,115,,,,,,,,,,,,,,,,,,,,
1019,2010,7,V,Carolina,2,1,2,5,173,175,,,,,,,H,SanJose,0,2,0,2,-203,-205,,,,,,
1019,2010,8,H,SanJose,0,2,0,2,-203,-205,,,,,,,,,,,,,,,,,,,,
1020,2010,51,V,Anaheim,0,0,1,1,115,125,,,,,,,H,Columbus,0,2,1,3,-135,-145,,,,,,
1020,2010,52,H,Columbus,0,2,1,3,-135,-145,,,,,,,,,,,,,,,,,,,,
1020,2010,53,V,Buffalo,1,2,1,4,-105,-115,,,,,,,H,Atlanta,0,0,1,1,-115,-105,,,,,,
1020,2010,54,H,Atlanta,0,0,1,1,-115,-105,,,,,,,,,,,,,,,,,,,,
1020,2010,55,V,Vancouver,0,0,1,1,110,140,,,,,,,H,Chicago,1,0,0,2,-130,-160,,,,,,
1020,2010,56,H,Chicago,1,0,0,2,-130,-160,,,,,,,,,,,,,,,,,,,,
1020,2010,57,V,Carolina,2,1,0,3,162,190,,,,,,,H,LosAngeles,2,1,1,4,-182,-220,,,,,,
1020,2010,58,H,LosAngeles,2,1,1,4,-182,-220,,,,,,,,,,,,,,,,,,,,
1021,2010,1,V,NYRangers,2,0,0,2,120,135,,,,,,,H,Toronto,0,0,1,1,-140,-155,,,,,,
1021,2010,2,H,Toronto,0,0,1,1,-140,-155,,,,,,,,,,,,,,,,,,,,
1021,2010,3,V,Washington,0,0,1,1,-110,100,,,,,,,H,Boston,1,2,1,4,-110,-120,,,,,,
1021,2010,4,H,Boston,1,2,1,4,-110,-120,,,,,,,,,,,,,,,,,,,,
1021,2010,5,V,Anaheim,2,0,1,3,163,185,,,,,,,H,Philadelphia,1,1,0,2,-193,-215,,,,,,
1021,2010,6,H,Philadelphia,1,1,0,2,-193,-215,,,,,,,,,,,,,,,,,,,,
1021,2010,7,V,Calgary,2,0,0,2,163,170,,,,,,,H,Detroit,1,1,2,4,-193,-200,,,,,,
1021,2010,8,H,Detroit,1,1,2,4,-193,-200,,,,,,,,,,,,,,,,,,,,
1021,2010,9,V,NewJersey,1,1,1,3,-110,-125,,,,,,,H,Montreal,0,0,0,0,-110,105,,,,,,
1021,2010,10,H,Montreal,0,0,0,0,-110,105,,,,,,,,,,,,,,,,,,,,
1021,2010,11,V,Dallas,2,2,0,4,-105,120,,,,,,,H,Florida,0,0,1,1,-115,-140,,,,,,
1021,2010,12,H,Florida,0,0,1,1,-115,-140,,,,,,,,,,,,,,,,,,,,
1021,2010,13,V,NYIslanders,1,1,0,3,128,150,,,,,,,H,TampaBay,1,1,0,2,-148,-170,,,,,,
1021,2010,14,H,TampaBay,1,1,0,2,-148,-170,,,,,,,,,,,,,,,,,,,,
1021,2010,15,V,Pittsburgh,0,2,1,4,-104,-115,,,,,,,H,Nashville,1,1,1,3,-116,-105,,,,,,
1021,2010,16,H,Nashville,1,1,1,3,-116,-105,,,,,,,,,,,,,,,,,,,,
1021,2010,17,V,SanJose,1,2,1,4,-125,-110,,,,,,,H,Colorado,1,0,1,2,105,-110,,,,,,
1021,2010,18,H,Colorado,1,0,1,2,105,-110,,,,,,,,,,,,,,,,,,,,
1021,2010,19,V,Minnesota,3,0,1,4,-104,-110,,,,,,,H,Edmonton,1,0,1,2,-116,-110,,,,,,
1021,2010,20,H,Edmonton,1,0,1,2,-116,-110,,,,,,,,,,,,,,,,,,,,
1021,2010,21,V,LosAngeles,0,1,1,2,-104,115,,,,,,,H,Phoenix,2,1,1,4,-116,-135,,,,,,
1021,2010,22,H,Phoenix,2,1,1,4,-116,-135,,,,,,,,,,,,,,,,,,,,
1022,2010,51,V,Calgary,3,2,1,6,110,125,,,,,,,H,Columbus,1,0,1,2,-130,-145,,,,,,
1022,2010,52,H,Columbus,1,0,1,2,-130,-145,,,,,,,,,,,,,,,,,,,,
1022,2010,53,V,TampaBay,3,1,1,5,-105,110,,,,,,,H,Atlanta,0,1,1,2,-115,-130,,,,,,
1022,2010,54,H,Atlanta,0,1,1,2,-115,-130,,,,,,,,,,,,,,,,,,,,
1022,2010,55,V,Ottawa,1,2,1,4,115,135,,,,,,,H,Buffalo,1,1,0,2,-135,-155,,,,,,
1022,2010,56,H,Buffalo,1,1,0,2,-135,-155,,,,,,,,,,,,,,,,,,,,
1022,2010,57,V,Chicago,1,1,0,2,-111,100,,,,,,,H,St.Louis,1,1,2,4,-109,-120,,,,,,
1022,2010,58,H,St.Louis,1,1,2,4,-109,-120,,,,,,,,,,,,,,,,,,,,
1022,2010,59,V,Minnesota,0,0,1,1,162,190,,,,,,,H,Vancouver,1,1,3,5,-182,-230,,,,,,
1022,2010,60,H,Vancouver,1,1,3,5,-182,-230,,,,,,,,,,,,,,,,,,,,
1023,2010,1,V,NYIslanders,1,2,0,3,100,125,,,,,,,H,Florida,2,1,1,4,-120,-145,,,,,,
1023,2010,2,H,Florida,2,1,1,4,-120,-145,,,,,,,,,,,,,,,,,,,,
1023,2010,3,V,NYRangers,2,1,0,3,131,160,,,,,,,H,Boston,1,1,0,2,-151,-180,,,,,,
1023,2010,4,H,Boston,1,1,0,2,-151,-180,,,,,,,,,,,,,,,,,,,,
1023,2010,5,V,Montreal,1,2,0,3,110,-105,,,,,,,H,Ottawa,0,0,0,0,-130,-115,,,,,,
1023,2010,6,H,Ottawa,0,0,0,0,-130,-115,,,,,,,,,,,,,,,,,,,,
1023,2010,7,V,Atlanta,1,1,1,3,210,215,,,,,,,H,Washington,0,1,2,4,-260,-265,,,,,,
1023,2010,8,H,Washington,0,1,2,4,-260,-265,,,,,,,,,,,,,,,,,,,,
1023,2010,9,V,Buffalo,2,3,1,6,125,130,,,,,,,H,NewJersey,0,0,1,1,-145,-150,,,,,,
1023,2010,10,H,NewJersey,0,0,1,1,-145,-150,,,,,,,,,,,,,,,,,,,,
1023,2010,11,V,Toronto,0,2,0,2,136,140,,,,,,,H,Philadelphia,2,1,2,5,-156,-160,,,,,,
1023,2010,12,H,Philadelphia,2,1,2,5,-156,-160,,,,,,,,,,,,,,,,,,,,
1023,2010,13,V,Anaheim,1,2,1,4,173,180,,,,,,,H,Detroit,1,2,2,5,-203,-210,,,,,,
1023,2010,14,H,Detroit,1,2,2,5,-203,-210,,,,,,,,,,,,,,,,,,,,
1023,2010,15,V,Pittsburgh,0,0,0,0,-115,110,,,,,,,H,St.Louis,0,0,0,1,-105,-130,,,,,,
1023,2010,16,H,St.Louis,0,0,0,1,-105,-130,,,,,,,,,,,,,,,,,,,,
1023,2010,17,V,Nashville,1,0,0,1,126,120,,,,,,,H,Dallas,0,0,0,0,-146,-140,,,,,,
1023,2010,18,H,Dallas,0,0,0,0,-146,-140,,,,,,,,,,,,,,,,,,,,
1023,2010,19,V,Columbus,0,1,2,3,173,180,,,,,,,H,Chicago,2,0,0,2,-203,-210,,,,,,
1023,2010,20,H,Chicago,2,0,0,2,-203,-210,,,,,,,,,,,,,,,,,,,,
1023,2010,21,V,Carolina,0,2,1,4,125,115,,,,,,,H,Phoenix,0,0,3,3,-145,-135,,,,,,
1023,2010,22,H,Phoenix,0,0,3,3,-145,-135,,,,,,,,,,,,,,,,,,,,
1023,2010,23,V,LosAngeles,2,2,2,6,105,110,,,,,,,H,Colorado,2,1,1,4,-125,-130,,,,,,
1023,2010,24,H,Colorado,2,1,1,4,-125,-130,,,,,,,,,,,,,,,,,,,,
1023,2010,25,V,SanJose,1,2,3,6,-145,-155,,,,,,,H,Edmonton,1,0,0,1,125,135,,,,,,
1023,2010,26,H,Edmonton,1,0,0,1,125,135,,,,,,,,,,,,,,,,,,,,
1024,2010,51,V,Nashville,2,1,1,4,134,135,,,,,,,H,TampaBay,1,0,2,3,-154,-155,,,,,,
1024,2010,52,H,TampaBay,1,0,2,3,-154,-155,,,,,,,,,,,,,,,,,,,,
1024,2010,53,V,NewJersey,0,0,1,1,-104,-105,,,,,,,H,NYRangers,0,2,1,3,-116,-115,,,,,,
1024,2010,54,H,NYRangers,0,2,1,3,-116,-115,,,,,,,,,,,,,,,,,,,,
1024,2010,55,V,SanJose,0,0,0,0,-106,-105,,,,,,,H,Calgary,4,0,0,4,-114,-115,,,,,,
1024,2010,56,H,Calgary,4,0,0,4,-114,-115,,,,,,,,,,,,,,,,,,,,
1025,2010,1,V,Philadelphia,0,0,1,1,-120,-125,,,,,,,H,Columbus,1,1,0,2,100,105,,,,,,
1025,2010,2,H,Columbus,1,1,0,2,100,105,,,,,,,,,,,,,,,,,,,,
1025,2010,3,V,Phoenix,0,1,1,2,115,115,,,,,,,H,Montreal,0,2,0,3,-135,-135,,,,,,
1025,2010,4,H,Montreal,0,2,0,3,-135,-135,,,,,,,,,,,,,,,,,,,,
1025,2010,5,V,LosAngeles,1,1,0,3,-111,-110,,,,,,,H,Minnesota,2,0,0,2,-109,-110,,,,,,
1025,2010,6,H,Minnesota,2,0,0,2,-109,-110,,,,,,,,,,,,,,,,,,,,
1026,2010,51,V,Florida,0,1,0,1,142,150,,,,,,,H,Toronto,1,0,2,3,-162,-170,,,,,,
1026,2010,52,H,Toronto,1,0,2,3,-162,-170,,,,,,,,,,,,,,,,,,,,
1026,2010,53,V,Buffalo,1,0,2,3,105,100,,,,,,,H,Philadelphia,1,3,2,6,-125,-120,,,,,,
1026,2010,54,H,Philadelphia,1,3,2,6,-125,-120,,,,,,,,,,,,,,,,,,,,
1026,2010,55,V,Phoenix,0,1,1,2,125,115,,,,,,,H,Ottawa,3,0,2,5,-145,-135,,,,,,
1026,2010,56,H,Ottawa,3,0,2,5,-145,-135,,,,,,,,,,,,,,,,,,,,
1026,2010,57,V,Edmonton,1,1,2,4,152,170,,,,,,,H,Calgary,2,2,0,5,-172,-200,,,,,,
1026,2010,58,H,Calgary,2,2,0,5,-172,-200,,,,,,,,,,,,,,,,,,,,
1026,2010,59,V,Anaheim,0,3,2,5,125,145,,,,,,,H,Dallas,1,0,1,2,-145,-165,,,,,,
1026,2010,60,H,Dallas,1,0,1,2,-145,-165,,,,,,,,,,,,,,,,,,,,
1026,2010,61,V,Colorado,1,1,1,3,157,170,,,,,,,H,Vancouver,1,1,1,4,-177,-200,,,,,,
1026,2010,62,H,Vancouver,1,1,1,4,-177,-200,,,,,,,,,,,,,,,,,,,,
1027,2010,1,V,Atlanta,1,2,3,6,129,115,,,,,,,H,NYRangers,1,1,2,4,-149,-135,,,,,,
1027,2010,2,H,NYRangers,1,1,2,4,-149,-135,,,,,,,,,,,,,,,,,,,,
1027,2010,3,V,Washington,1,0,2,3,-135,-130,,,,,,,H,Carolina,0,0,0,0,115,110,,,,,,
